"estab_name","open_date","site_address","site_city","site_state","site_zip","open_year","standard","gravity","delete_flag","current_penalty","activity_nr"
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"BP PRODUCTS NORTH AMERICA INC","2005-03-23","2401 5TH AVE S","TEXAS CITY","TX",77590,2005,"19100307 B02    I",10,"",70000.00,308314640
"GULF COAST GUNITE INC","2006-02-01","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2006,"19100157 C04","01","X","",308319532
"INDUSTRIAL SPECIALIST LLC","2006-02-01","2401 5TH AVE SOUTH","TEXAS CITY","TX",77590,2006,"19100028 C11","03","",1575.00,308319391
"INDUSTRIAL SPECIALIST LLC","2006-02-01","2401 5TH AVE SOUTH","TEXAS CITY","TX",77590,2006,"19100134 F02",10,"",3150.00,308319391
"JV INDUSTRIAL COMPANIES INC","2006-07-22","2401 5TH AVE S","TEXAS CITY","TX",77592,2006,"19100119 H03   IV",10,"X","",308322452
"BP PRODUCTS NORTH AMERICA INC","2007-01-25","2401 5TH AVE S","TEXAS CITY","TX",77590,2007,"19100119 D03    IB",10,"",5000.00,310260542
"BP PRODUCTS NORTH AMERICA INC","2007-01-25","2401 5TH AVE S","TEXAS CITY","TX",77590,2007,"19100119 E01",10,"",7000.00,310260542
"BP PRODUCTS NORTH AMERICA INC","2007-01-25","2401 5TH AVE S","TEXAS CITY","TX",77590,2007,"19100119 J05",10,"",5000.00,310260542
"BP PRODUCTS NORTH AMERICA INC","2007-01-25","2401 5TH AVE S","TEXAS CITY","TX",77590,2007,"19100307 B",10,"",5000.00,310260542
"BP PRODUCTS NORTH AMERICA INC","2007-01-25","2401 5TH AVE S","TEXAS CITY","TX",77590,2007,"19100119 J05",10,"",70000.00,310260542
"ALTAIRSTRICKLAND","2007-03-06","2401 5TH STREET AVENUE S","TEXAS CITY","TX",77592,2007,"19261126 H01","03","X","",310261292
"ALTAIRSTRICKLAND","2007-03-06","2401 5TH STREET AVENUE S","TEXAS CITY","TX",77592,2007,"19260051 F01","03","X","",310261292
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"5A0001",10,"X","",310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19100134 D01  III",10,"X","",310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19101200 H02   II",10,"",300.00,310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19101200 H03",10,"","",310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19260051 F01",10,"X","",310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19260051 I",10,"X","",310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19260095 A",10,"X","",310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19260055 A",10,"X","",310261326
"GULF COAST GUNITE INC","2007-03-06","2401 5TH AVENUE SOUTH","TEXAS CITY","TX",77590,2007,"19260055 B",10,"X","",310261326
"INDUSTRIAL SPECIALIST LLC","2007-03-06","2401 5TH AVE SOUTH","TEXAS CITY","TX",77590,2007,"5A0001","03","X","",310261334
"INDUSTRIAL SPECIALIST LLC","2007-03-06","2401 5TH AVE SOUTH","TEXAS CITY","TX",77590,2007,"19100134 D01  III","03","",1500.00,310261334
"INDUSTRIAL SPECIALIST LLC","2007-03-06","2401 5TH AVE SOUTH","TEXAS CITY","TX",77590,2007,"19101200 H02   II","03","X","",310261334
"INDUSTRIAL SPECIALIST LLC","2007-03-06","2401 5TH AVE SOUTH","TEXAS CITY","TX",77590,2007,"19101200 H03","03","X","",310261334
